codon_index,identity_pos1,identity_pos2,identity_pos3,identity_codon_total,gc_pos1,gc_pos2,gc_pos3,identity_global
314,1.0,1.0,1.0,1.0,0.25,0.0,0.25,0.8440084954169462
315,1.0,1.0,1.0,1.0,0.25,0.25,0.0,0.8440084954169462
316,1.0,1.0,1.0,1.0,0.25,0.0,0.25,0.8440084954169462
317,1.0,1.0,1.0,1.0,0.0,0.0,0.25,0.8440084954169462
318,1.0,1.0,1.0,1.0,0.0,0.25,0.0,0.8440084954169462
319,1.0,1.0,1.0,1.0,0.25,0.0,0.0,0.8440084954169462
320,1.0,1.0,1.0,1.0,0.25,0.0,0.25,0.8440084954169462
321,1.0,1.0,1.0,1.0,0.25,0.0,0.25,0.8440084954169462
322,1.0,1.0,1.0,1.0,0.25,0.0,0.25,0.8440084954169462
323,1.0,1.0,1.0,1.0,0.0,0.0,0.25,0.8440084954169462
324,1.0,1.0,1.0,1.0,0.25,0.0,0.25,0.8440084954169462
325,1.0,1.0,1.0,1.0,0.0,0.25,0.0,0.8440084954169462
326,1.0,1.0,1.0,1.0,0.25,0.0,0.25,0.8440084954169462
327,1.0,1.0,1.0,1.0,0.25,0.0,0.25,0.8440084954169462
328,1.0,1.0,1.0,1.0,0.25,0.0,0.0,0.8440084954169462
329,1.0,1.0,1.0,1.0,0.25,0.0,0.25,0.8440084954169462
330,1.0,1.0,1.0,1.0,0.25,0.0,0.25,0.8440084954169462
331,1.0,1.0,1.0,1.0,0.0,0.0,0.25,0.8440084954169462
332,1.0,1.0,1.0,1.0,0.25,0.0,0.0,0.8440084954169462
333,1.0,1.0,1.0,1.0,0.25,0.0,0.0,0.8440084954169462
334,1.0,1.0,1.0,1.0,0.0,0.0,0.25,0.8440084954169462
335,1.0,1.0,1.0,1.0,0.25,0.25,0.25,0.8440084954169462
336,1.0,1.0,1.0,1.0,0.0,0.0,0.25,0.8440084954169462
337,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.8440084954169462
338,1.0,1.0,1.0,1.0,0.0,0.25,0.0,0.8440084954169462
339,1.0,1.0,1.0,1.0,0.25,0.25,0.25,0.8440084954169462
340,1.0,1.0,1.0,1.0,0.25,0.25,0.0,0.8440084954169462
341,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.8440084954169462
342,1.0,1.0,1.0,1.0,0.25,0.25,0.25,0.8440084954169462
343,1.0,1.0,1.0,1.0,0.0,0.0,0.25,0.8440084954169462
344,1.0,1.0,1.0,1.0,0.0,0.25,0.25,0.8440084954169462
345,1.0,1.0,1.0,1.0,0.0,0.0,0.25,0.8440084954169462
346,1.0,1.0,1.0,1.0,0.25,0.0,0.25,0.8440084954169462
347,1.0,1.0,1.0,1.0,0.25,0.0,0.25,0.8440084954169462
348,1.0,1.0,1.0,1.0,0.0,0.0,0.25,0.8440084954169462
349,1.0,1.0,1.0,1.0,0.25,0.0,0.25,0.8440084954169462
350,1.0,1.0,1.0,1.0,0.25,0.0,0.25,0.8440084954169462
351,1.0,1.0,1.0,1.0,0.25,0.0,0.25,0.8440084954169462
352,1.0,1.0,1.0,1.0,0.0,0.0,0.25,0.8440084954169462
353,1.0,1.0,1.0,1.0,0.0,0.0,0.25,0.8440084954169462
354,1.0,1.0,1.0,1.0,0.0,0.25,0.0,0.8440084954169462
355,1.0,1.0,1.0,1.0,0.25,0.25,0.0,0.8440084954169462
356,1.0,1.0,1.0,1.0,0.0,0.25,0.0,0.8440084954169462
357,1.0,1.0,1.0,1.0,0.25,0.0,0.25,0.8440084954169462
358,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.8440084954169462
359,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.8440084954169462
360,1.0,1.0,1.0,1.0,0.25,0.0,0.0,0.8440084954169462
361,1.0,1.0,1.0,1.0,0.0,0.25,0.0,0.8440084954169462
362,1.0,1.0,1.0,1.0,0.25,0.0,0.25,0.8440084954169462
363,1.0,1.0,1.0,1.0,0.0,0.25,0.0,0.8440084954169462
364,1.0,1.0,1.0,1.0,0.0,0.0,0.25,0.8440084954169462
365,1.0,1.0,1.0,1.0,0.0,0.0,0.25,0.8440084954169462
366,1.0,1.0,1.0,1.0,0.25,0.25,0.0,0.8440084954169462
367,1.0,1.0,1.0,1.0,0.25,0.25,0.0,0.8440084954169462
368,1.0,1.0,1.0,1.0,0.25,0.0,0.0,0.8440084954169462
369,1.0,1.0,1.0,1.0,0.25,0.25,0.0,0.8440084954169462
370,1.0,1.0,1.0,1.0,0.25,0.25,0.0,0.8440084954169462
371,1.0,1.0,1.0,1.0,0.25,0.25,0.0,0.8440084954169462
372,1.0,1.0,1.0,1.0,0.0,0.0,0.25,0.8440084954169462
373,1.0,1.0,1.0,1.0,0.0,0.25,0.0,0.8440084954169462
374,1.0,1.0,1.0,1.0,0.25,0.0,0.25,0.8440084954169462
375,1.0,1.0,1.0,1.0,0.25,0.25,0.0,0.8440084954169462
376,1.0,1.0,1.0,1.0,0.25,0.0,0.25,0.8440084954169462
377,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.8440084954169462
378,1.0,1.0,1.0,1.0,0.0,0.25,0.25,0.8440084954169462
379,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.8440084954169462
380,1.0,1.0,1.0,1.0,0.25,0.0,0.0,0.8440084954169462
381,1.0,1.0,1.0,1.0,0.0,0.0,0.25,0.8440084954169462
382,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.8440084954169462
383,1.0,1.0,1.0,1.0,0.25,0.25,0.0,0.8440084954169462
384,1.0,1.0,1.0,1.0,0.0,0.0,0.25,0.8440084954169462
385,1.0,1.0,1.0,1.0,0.25,0.0,0.0,0.8440084954169462
386,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.8440084954169462
387,1.0,1.0,1.0,1.0,0.25,0.25,0.0,0.8440084954169462
388,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.8440084954169462
389,1.0,1.0,1.0,1.0,0.25,0.25,0.0,0.8440084954169462
390,1.0,1.0,1.0,1.0,0.0,0.25,0.25,0.8440084954169462
391,1.0,1.0,1.0,1.0,0.0,0.0,0.25,0.8440084954169462
392,1.0,1.0,1.0,1.0,0.25,0.0,0.25,0.8440084954169462
393,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.8440084954169462
394,1.0,1.0,1.0,1.0,0.0,0.0,0.25,0.8440084954169462
395,1.0,1.0,1.0,1.0,0.0,0.25,0.25,0.8440084954169462
396,1.0,1.0,1.0,1.0,0.0,0.0,0.25,0.8440084954169462
397,1.0,1.0,1.0,1.0,0.0,0.25,0.0,0.8440084954169462
398,1.0,1.0,1.0,1.0,0.25,0.0,0.25,0.8440084954169462
399,1.0,1.0,1.0,1.0,0.0,0.25,0.25,0.8440084954169462
400,1.0,1.0,1.0,1.0,0.25,0.0,0.25,0.8440084954169462
401,1.0,1.0,1.0,1.0,0.25,0.0,0.0,0.8440084954169462
402,1.0,1.0,1.0,1.0,0.25,0.0,0.25,0.8440084954169462
403,1.0,1.0,1.0,1.0,0.25,0.25,0.25,0.8440084954169462
404,1.0,1.0,1.0,1.0,0.25,0.0,0.25,0.8440084954169462
405,1.0,1.0,1.0,1.0,0.25,0.0,0.25,0.8440084954169462
406,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.8440084954169462
407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8440084954169462
408,1.0,1.0,1.0,1.0,0.25,0.25,0.0,0.8440084954169462
409,1.0,1.0,1.0,1.0,0.0,0.0,0.25,0.8440084954169462
410,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.8440084954169462
411,1.0,1.0,1.0,1.0,0.25,0.0,0.25,0.8440084954169462
412,1.0,1.0,1.0,1.0,0.25,0.0,0.25,0.8440084954169462
413,1.0,1.0,1.0,1.0,0.0,0.0,0.25,0.8440084954169462
414,1.0,1.0,1.0,1.0,0.25,0.0,0.25,0.8440084954169462
415,1.0,1.0,1.0,1.0,0.25,0.25,0.25,0.8440084954169462
416,1.0,1.0,1.0,1.0,0.25,0.0,0.25,0.8440084954169462
417,1.0,1.0,1.0,1.0,0.0,0.25,0.0,0.8440084954169462
418,1.0,1.0,1.0,1.0,0.0,0.0,0.25,0.8440084954169462
419,1.0,1.0,1.0,1.0,0.0,0.0,0.25,0.8440084954169462
420,1.0,1.0,1.0,1.0,0.0,0.25,0.25,0.8440084954169462
421,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.8440084954169462
422,1.0,1.0,1.0,1.0,0.25,0.25,0.0,0.8440084954169462
423,1.0,1.0,1.0,1.0,0.25,0.0,0.25,0.8440084954169462
424,1.0,1.0,1.0,1.0,0.25,0.0,0.25,0.8440084954169462
425,1.0,1.0,1.0,1.0,0.25,0.0,0.25,0.8440084954169462
426,1.0,1.0,1.0,1.0,0.25,0.25,0.25,0.8440084954169462
427,1.0,1.0,1.0,1.0,0.0,0.25,0.25,0.8440084954169462
428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8440084954169462
429,1.0,1.0,1.0,1.0,0.0,0.25,0.25,0.8440084954169462
430,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.8440084954169462
431,1.0,1.0,1.0,1.0,0.0,0.0,0.25,0.8440084954169462
432,1.0,1.0,1.0,1.0,0.0,0.0,0.25,0.8440084954169462
433,1.0,1.0,1.0,1.0,0.0,0.0,0.25,0.8440084954169462
434,1.0,1.0,1.0,1.0,0.25,0.25,0.25,0.8440084954169462
435,1.0,1.0,1.0,1.0,0.0,0.0,0.25,0.8440084954169462
436,1.0,1.0,1.0,1.0,0.25,0.25,0.0,0.8440084954169462
437,1.0,1.0,1.0,1.0,0.25,0.25,0.0,0.8440084954169462
438,1.0,1.0,1.0,1.0,0.25,0.25,0.0,0.8440084954169462
439,1.0,1.0,1.0,1.0,0.0,0.25,0.25,0.8440084954169462
440,1.0,1.0,1.0,1.0,0.0,0.25,0.25,0.8440084954169462
441,1.0,1.0,1.0,1.0,0.0,0.0,0.25,0.8440084954169462
442,1.0,1.0,1.0,1.0,0.0,0.25,0.0,0.8440084954169462
443,1.0,1.0,1.0,1.0,0.25,0.0,0.25,0.8440084954169462
444,1.0,1.0,1.0,1.0,0.25,0.25,0.25,0.8440084954169462
445,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.8440084954169462
446,1.0,1.0,1.0,1.0,0.25,0.0,0.25,0.8440084954169462
447,1.0,1.0,1.0,1.0,0.0,0.0,0.25,0.8440084954169462
448,1.0,1.0,1.0,1.0,0.25,0.25,0.25,0.8440084954169462
449,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.8440084954169462
450,1.0,1.0,1.0,1.0,0.25,0.0,0.25,0.8440084954169462
451,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.8440084954169462
452,1.0,1.0,1.0,1.0,0.25,0.0,0.25,0.8440084954169462
453,1.0,1.0,1.0,1.0,0.0,0.0,0.25,0.8440084954169462
454,1.0,1.0,1.0,1.0,0.0,0.0,0.25,0.8440084954169462
455,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.8440084954169462
456,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.8440084954169462
457,1.0,1.0,1.0,1.0,0.25,0.0,0.0,0.8440084954169462
458,1.0,1.0,1.0,1.0,0.25,0.0,0.25,0.8440084954169462
459,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.8440084954169462
460,1.0,1.0,1.0,1.0,0.0,0.25,0.25,0.8440084954169462
461,1.0,1.0,1.0,1.0,0.25,0.0,0.25,0.8440084954169462
462,1.0,1.0,1.0,1.0,0.25,0.0,0.0,0.8440084954169462
463,1.0,1.0,1.0,1.0,0.0,0.25,0.25,0.8440084954169462
464,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.8440084954169462
465,1.0,1.0,1.0,1.0,0.0,0.25,0.25,0.8440084954169462
466,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.8440084954169462
467,1.0,1.0,1.0,1.0,0.25,0.0,0.25,0.8440084954169462
468,1.0,1.0,1.0,1.0,0.0,0.25,0.0,0.8440084954169462
469,1.0,1.0,1.0,1.0,0.0,0.0,0.25,0.8440084954169462
470,1.0,1.0,1.0,1.0,0.25,0.25,0.0,0.8440084954169462
471,1.0,1.0,1.0,1.0,0.25,0.25,0.25,0.8440084954169462
472,1.0,1.0,1.0,1.0,0.25,0.25,0.25,0.8440084954169462
473,1.0,1.0,1.0,1.0,0.0,0.25,0.0,0.8440084954169462
474,1.0,1.0,1.0,1.0,0.0,0.0,0.25,0.8440084954169462
475,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.8440084954169462
476,1.0,1.0,1.0,1.0,0.0,0.25,0.0,0.8440084954169462
477,1.0,1.0,1.0,1.0,0.25,0.25,0.25,0.8440084954169462
478,1.0,1.0,1.0,1.0,0.25,0.25,0.25,0.8440084954169462
479,1.0,1.0,1.0,1.0,0.0,0.25,0.0,0.8440084954169462
480,1.0,1.0,1.0,1.0,0.25,0.0,0.0,0.8440084954169462
481,1.0,1.0,1.0,1.0,0.0,0.0,0.25,0.8440084954169462
482,1.0,1.0,1.0,1.0,0.25,0.25,0.0,0.8440084954169462
483,1.0,1.0,1.0,1.0,0.25,0.0,0.25,0.8440084954169462
484,1.0,1.0,1.0,1.0,0.25,0.0,0.25,0.8440084954169462
485,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.8440084954169462
486,1.0,1.0,1.0,1.0,0.25,0.0,0.25,0.8440084954169462
487,1.0,1.0,1.0,1.0,0.25,0.25,0.0,0.8440084954169462
488,1.0,1.0,1.0,1.0,0.0,0.25,0.25,0.8440084954169462
489,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.8440084954169462
490,1.0,1.0,1.0,1.0,0.0,0.0,0.25,0.8440084954169462
491,1.0,1.0,1.0,1.0,0.0,0.25,0.0,0.8440084954169462
492,1.0,1.0,1.0,1.0,0.0,0.25,0.0,0.8440084954169462
493,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.8440084954169462
494,1.0,1.0,1.0,1.0,0.25,0.0,0.25,0.8440084954169462
495,1.0,1.0,1.0,1.0,0.0,0.25,0.0,0.8440084954169462
496,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.8440084954169462
497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8440084954169462
